Column1,person,dept,eow,cause,cause_short,date,year,canine,dept_name,state,description,LAT,LON,state_name
114,Police Officer Rosario Joseph Collura,"Milwaukee Police Department, WI","EOW: Tuesday, March 19, 1985",Cause of Death: Gunfire,Gunfire,3/19/1985,1985,FALSE,Milwaukee Police Department,WI,Madison,43.074684,-89.384445,Wisconsin
115,Police Officer Leonard R. Lesnieski,"Milwaukee Police Department, WI","EOW: Tuesday, March 19, 1985",Cause of Death: Gunfire,Gunfire,3/19/1985,1985,FALSE,Milwaukee Police Department,WI,Madison,43.074684,-89.384445,Wisconsin
116,Sheriff Matthew Victor Schofield,"Haakon County Sheriff's Department, SD","EOW: Thursday, March 21, 1985",Cause of Death: Automobile accident,Automobile accident,3/21/1985,1985,FALSE,Haakon County Sheriff's Department,SD,Pierre,44.367031,-100.346405,South Dakota
117,Chief of Police Bill Earl Jones,"Lorenzo Police Department, TX","EOW: Saturday, March 23, 1985",Cause of Death: Gunfire,Gunfire,3/23/1985,1985,FALSE,Lorenzo Police Department,TX,Austin,30.27467,-97.740349,Texas
118,Trooper Lindell J. Gibbons,"Florida Highway Patrol, FL","EOW: Saturday, March 23, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,3/23/1985,1985,FALSE,Florida Highway Patrol,FL,Tallahassee,30.438118,-84.281296,Florida
119,Patrolman Thomas Edward Strunk,"Billerica Police Department, MA","EOW: Wednesday, March 27, 1985",Cause of Death: Vehicular assault,Vehicular assault,3/27/1985,1985,FALSE,Billerica Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
120,Patrolman Ronald Jeffery Turek,"Blair Township Police Department, PA","EOW: Wednesday, March 27, 1985",Cause of Death: Gunfire,Gunfire,3/27/1985,1985,FALSE,Blair Township Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
121,Investigator Michael O. Lewis,"San Bernardino County District Attorney's Office, CA","EOW: Saturday, March 30, 1985",Cause of Death: Automobile accident,Automobile accident,3/30/1985,1985,FALSE,San Bernardino County District Attorney's Office,CA,Sacramento,38.576668,-121.493629,California
122,Agent Thomas E. Riggs,"San Diego Police Department, CA","EOW: Sunday, March 31, 1985",Cause of Death: Gunfire,Gunfire,3/31/1985,1985,FALSE,San Diego Police Department,CA,Sacramento,38.576668,-121.493629,California
123,Officer Robert E. Fitzpatrick,"Miami Beach Police Department, FL","EOW: Wednesday, April 3, 1985",Cause of Death: Duty related illness,Duty related illness,4/3/1985,1985,FALSE,Miami Beach Police Department,FL,Tallahassee,30.438118,-84.281296,Florida
124,Deputy Sheriff James Arthur Bevis,"Jackson County Sheriff's Department, FL","EOW: Thursday, April 4, 1985",Cause of Death: Gunfire,Gunfire,4/4/1985,1985,FALSE,Jackson County Sheriff's Department,FL,Tallahassee,30.438118,-84.281296,Florida
125,Patrol Officer Leland Pye,"Hoffman Estates Police Department, IL","EOW: Saturday, April 6, 1985",Cause of Death: Heart attack,Heart attack,4/6/1985,1985,FALSE,Hoffman Estates Police Department,IL,Springfield,39.798363,-89.654961,Illinois
126,Deputy Sheriff Clifford E. Sanchez,"San Bernardino County Sheriff's Department, CA","EOW: Saturday, April 6, 1985",Cause of Death: Gunfire,Gunfire,4/6/1985,1985,FALSE,San Bernardino County Sheriff's Department,CA,Sacramento,38.576668,-121.493629,California
127,Officer David W. Copleman,"California Highway Patrol, CA","EOW: Saturday, April 6, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,4/6/1985,1985,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
128,Trooper Giles Arthur Harmon,"North Carolina Highway Patrol, NC","EOW: Tuesday, April 9, 1985",Cause of Death: Gunfire,Gunfire,4/9/1985,1985,FALSE,North Carolina Highway Patrol,NC,Raleigh,35.78043,-78.639099,North Carolina
129,Sheriff George Edward Goare,"Webster County Sheriff's Office, GA","EOW: Thursday, April 11, 1985",Cause of Death: Gunfire,Gunfire,4/11/1985,1985,FALSE,Webster County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
130,Patrol Officer Steven Harold Downing,"Gallatin Police Department, TN","EOW: Friday, April 12, 1985",Cause of Death: Heart attack,Heart attack,4/12/1985,1985,FALSE,Gallatin Police Department,TN,Nashville,36.16581,-86.784241,Tennessee
131,Trooper Leo Whitt,"Virginia State Police, VA","EOW: Friday, April 12, 1985",Cause of Death: Gunfire,Gunfire,4/12/1985,1985,FALSE,Virginia State Police,VA,Richmond,37.538857,-77.43364,Virginia
132,Trooper Jimmie Elliott Linegar,"Missouri State Highway Patrol, MO","EOW: Monday, April 15, 1985",Cause of Death: Gunfire,Gunfire,4/15/1985,1985,FALSE,Missouri State Highway Patrol,MO,Jefferson City,38.579201,-92.172935,Missouri
133,Corporal Julius Norman Schulte,"Mobile Police Department, AL","EOW: Thursday, April 18, 1985",Cause of Death: Gunfire,Gunfire,4/18/1985,1985,FALSE,Mobile Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
134,"Trooper William Paul Kohlleppel, III","Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Friday, April 19, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,4/19/1985,1985,FALSE,Texas Department of Public Safety - Texas Highway Patrol,TX,Austin,30.27467,-97.740349,Texas
135,Patrolman John Raymond Tucker,"Fort Gay Police Department, WV","EOW: Saturday, April 20, 1985",Cause of Death: Gunfire,Gunfire,4/20/1985,1985,FALSE,Fort Gay Police Department,WV,Charleston,38.336246,-81.612328,West Virginia
136,Police Officer Dale E. Eggers,"Seattle Police Department, WA","EOW: Tuesday, April 23, 1985",Cause of Death: Gunfire,Gunfire,4/23/1985,1985,FALSE,Seattle Police Department,WA,Olympia,47.035805,-122.905014,Washington
137,Officer Philip Bruce Mathis,"Atlanta Police Department, GA","EOW: Friday, April 26, 1985",Cause of Death: Gunfire,Gunfire,4/26/1985,1985,FALSE,Atlanta Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
138,Chief Deputy Sheriff Wayne Lewis Wahl,"Crockett County Sheriff's Office, TX","EOW: Sunday, April 28, 1985",Cause of Death: Drowned,Drowned,4/28/1985,1985,FALSE,Crockett County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
139,Captain James Alexander Bradley,"Oilton Police Department, OK","EOW: Monday, April 29, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,4/29/1985,1985,FALSE,Oilton Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
140,Trooper Oren Stuart Hindman,"South Dakota Highway Patrol, SD","EOW: Thursday, May 2, 1985",Cause of Death: Stabbed,Stabbed,5/2/1985,1985,FALSE,South Dakota Highway Patrol,SD,Pierre,44.367031,-100.346405,South Dakota
141,Agent William Ross Stewart,"Oklahoma Bureau of Narcotics and Dangerous Drugs Control, OK","EOW: Wednesday, May 8, 1985",Cause of Death: Gunfire,Gunfire,5/8/1985,1985,FALSE,Oklahoma Bureau of Narcotics and Dangerous Drugs Control,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
142,Police Officer Dean A. Whitehead,"Lansing Police Department, MI","EOW: Thursday, May 9, 1985",Cause of Death: Aircraft accident,Aircraft accident,5/9/1985,1985,FALSE,Lansing Police Department,MI,Lansing,42.733635,-84.555328,Michigan
143,Patrolman Ignatius John Charlie,"Alakanuk Police Department, AK","EOW: Friday, May 10, 1985",Cause of Death: Gunfire,Gunfire,5/10/1985,1985,FALSE,Alakanuk Police Department,AK,Juneau,58.301598,-134.420212,Alaska
144,Corporal Darrell Dean McCloud,"Maricopa County Sheriff's Office, AZ","EOW: Monday, May 13, 1985",Cause of Death: Automobile accident,Automobile accident,5/13/1985,1985,FALSE,Maricopa County Sheriff's Office,AZ,Phoenix,33.448143,-112.096962,Arizona
145,Trooper Raymond Earl Worley,"North Carolina Highway Patrol, NC","EOW: Tuesday, May 14, 1985",Cause of Death: Gunfire,Gunfire,5/14/1985,1985,FALSE,North Carolina Highway Patrol,NC,Raleigh,35.78043,-78.639099,North Carolina
146,Captain Frank Clements,"Amarillo College Police Department, TX","EOW: Thursday, May 16, 1985",Cause of Death: Heart attack,Heart attack,5/16/1985,1985,FALSE,Amarillo College Police Department,TX,Austin,30.27467,-97.740349,Texas
147,Deputy Sheriff Walter Nathan Coleman,"Camden County Sheriff's Office, GA","EOW: Sunday, May 19, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,5/19/1985,1985,FALSE,Camden County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
148,Chief Deputy Constable David Elwood Nelson,"Travis County Constable's Office - Precinct 3, TX","EOW: Monday, May 20, 1985",Cause of Death: Automobile accident,Automobile accident,5/20/1985,1985,FALSE,Travis County Constable's Office - Precinct 3,TX,Austin,30.27467,-97.740349,Texas
149,Chief of Police John William Mann,"Trafford Police Department, AL","EOW: Monday, May 20, 1985",Cause of Death: Gunfire,Gunfire,5/20/1985,1985,FALSE,Trafford Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
150,Police Officer James A. Rementer,"Philadelphia Police Department, PA","EOW: Tuesday, May 21, 1985",Cause of Death: Heart attack,Heart attack,5/21/1985,1985,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
151,"Deputy Sheriff Edmund V. Thomas, Jr.","Mecklenburg County Sheriff's Office, NC","EOW: Tuesday, May 21, 1985",Cause of Death: Heart attack,Heart attack,5/21/1985,1985,FALSE,Mecklenburg County Sheriff's Office,NC,Raleigh,35.78043,-78.639099,North Carolina
152,"Patrolman Donald William Parker, Jr.","Erie Police Department, PA","EOW: Thursday, May 23, 1985",Cause of Death: Motorcycle accident,Motorcycle accident,5/23/1985,1985,FALSE,Erie Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
153,Deputy Sheriff Charles William Biles,"Morgan County Sheriff's Department, AL","EOW: Thursday, May 23, 1985",Cause of Death: Gunfire,Gunfire,5/23/1985,1985,FALSE,Morgan County Sheriff's Department,AL,Montgomery,32.377716,-86.300568,Alabama
154,Trooper Glenda Darlene Thomas,"Washington State Patrol, WA","EOW: Friday, May 24, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,5/24/1985,1985,FALSE,Washington State Patrol,WA,Olympia,47.035805,-122.905014,Washington
155,Trooper Larry D. Cawyer,"Alabama Department of Public Safety, AL","EOW: Saturday, May 25, 1985",Cause of Death: Automobile accident,Automobile accident,5/25/1985,1985,FALSE,Alabama Department of Public Safety,AL,Montgomery,32.377716,-86.300568,Alabama
156,Lieutenant Lowry Douglas Durington,"Healdton Police Department, OK","EOW: Monday, May 27, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,5/27/1985,1985,FALSE,Healdton Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
157,Police Officer Thomas Joseph Trench,"Philadelphia Police Department, PA","EOW: Tuesday, May 28, 1985",Cause of Death: Gunfire,Gunfire,5/28/1985,1985,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
158,Parole Officer Michael Erdahl,"Washington State Department of Corrections, WA","EOW: Wednesday, May 29, 1985",Cause of Death: Gunfire,Gunfire,5/29/1985,1985,FALSE,Washington State Department of Corrections,WA,Olympia,47.035805,-122.905014,Washington
159,Corrections Officer Minnie R. Houston,"Texas Department of Criminal Justice, TX","EOW: Monday, June 3, 1985",Cause of Death: Stabbed,Stabbed,6/3/1985,1985,FALSE,Texas Department of Criminal Justice,TX,Austin,30.27467,-97.740349,Texas
160,Lake Ranger Darrell E. James,"Duncan Police Department, OK","EOW: Monday, June 3, 1985",Cause of Death: Gunfire,Gunfire,6/3/1985,1985,FALSE,Duncan Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
161,Officer Johnnie C. Corbin,"St. Louis Metropolitan Police Department, MO","EOW: Wednesday, June 5, 1985",Cause of Death: Vehicular assault,Vehicular assault,6/5/1985,1985,FALSE,St. Louis Metropolitan Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
162,Chief of Police William Earl Leftwich,"Colona Police Department, IL","EOW: Thursday, June 6, 1985",Cause of Death: Heart attack,Heart attack,6/6/1985,1985,FALSE,Colona Police Department,IL,Springfield,39.798363,-89.654961,Illinois
163,Sergeant Howell Burchfield,"California Department of Corrections and Rehabilitation, CA","EOW: Saturday, June 8, 1985",Cause of Death: Stabbed,Stabbed,6/8/1985,1985,FALSE,California Department of Corrections and Rehabilitation,CA,Sacramento,38.576668,-121.493629,California
164,Deputy Sheriff James E. Simono,"Elmore County Sheriff's Office, ID","EOW: Sunday, June 9, 1985",Cause of Death: Drowned,Drowned,6/9/1985,1985,FALSE,Elmore County Sheriff's Office,ID,Boise,43.617775,-116.199722,Idaho
165,Trooper Charles Gerald Whitney,"Iowa State Patrol, IA","EOW: Sunday, June 16, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,6/16/1985,1985,FALSE,Iowa State Patrol,IA,Des Moines,41.591087,-93.603729,Iowa
166,Police Officer Harold Louis Vitale,"Saugus Police Department, MA","EOW: Tuesday, June 18, 1985",Cause of Death: Vehicular assault,Vehicular assault,6/18/1985,1985,FALSE,Saugus Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
167,"Assistant Warden Virdeen Willis, Jr.","Illinois Department of Corrections, IL","EOW: Sunday, June 30, 1985",Cause of Death: Gunfire,Gunfire,6/30/1985,1985,FALSE,Illinois Department of Corrections,IL,Springfield,39.798363,-89.654961,Illinois
168,Detention Guard Adrian Salazar Aguilar,"Bexar County Sheriff's Office, TX","EOW: Sunday, June 30, 1985",Cause of Death: Gunfire,Gunfire,6/30/1985,1985,FALSE,Bexar County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
169,Patrolman William R. Burns,"Radcliff Police Department, KY","EOW: Friday, July 5, 1985",Cause of Death: Exposure to toxins,Exposure to toxins,7/5/1985,1985,FALSE,Radcliff Police Department,KY,Frankfort,38.186722,-84.875374,Kentucky
170,Trooper Jody S. Dye,"Ohio State Highway Patrol, OH","EOW: Friday, July 5, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,7/5/1985,1985,FALSE,Ohio State Highway Patrol,OH,Columbus,39.961346,-82.999069,Ohio
171,Trooper Jonathan David Harris,"West Virginia State Police, WV","EOW: Thursday, July 11, 1985",Cause of Death: Automobile accident,Automobile accident,7/11/1985,1985,FALSE,West Virginia State Police,WV,Charleston,38.336246,-81.612328,West Virginia
172,Detective Wayne G. King,"Chicago Police Department, IL","EOW: Friday, July 12, 1985",Cause of Death: Gunfire,Gunfire,7/12/1985,1985,FALSE,Chicago Police Department,IL,Springfield,39.798363,-89.654961,Illinois
173,Patrol Officer Gerald W. Mork,"Iola Police Department, WI","EOW: Sunday, July 14, 1985",Cause of Death: Gunfire,Gunfire,7/14/1985,1985,FALSE,Iola Police Department,WI,Madison,43.074684,-89.384445,Wisconsin
174,Patrol Officer Timothy Wayne Whittington,"Charlotte Police Department, NC","EOW: Tuesday, July 16, 1985",Cause of Death: Gunfire,Gunfire,7/16/1985,1985,FALSE,Charlotte Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
175,Patrol Sergeant Charlie Jerry Shepard,"Mount Pleasant Police Department, TX","EOW: Wednesday, July 17, 1985",Cause of Death: Assault,Assault,7/17/1985,1985,FALSE,Mount Pleasant Police Department,TX,Austin,30.27467,-97.740349,Texas
176,Officer Thomas Lee Harris,"Dallas Police Department, TX","EOW: Saturday, July 20, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,7/20/1985,1985,FALSE,Dallas Police Department,TX,Austin,30.27467,-97.740349,Texas
177,Sergeant Gerald G. Chirrick,"Douglas County Sheriff's Office, OR","EOW: Tuesday, July 23, 1985",Cause of Death: Aircraft accident,Aircraft accident,7/23/1985,1985,FALSE,Douglas County Sheriff's Office,OR,Salem,44.938461,-123.030403,Oregon
178,Special Deputy Sheriff Ronald Henry Terwilliger,"Douglas County Sheriff's Office, OR","EOW: Tuesday, July 23, 1985",Cause of Death: Aircraft accident,Aircraft accident,7/23/1985,1985,FALSE,Douglas County Sheriff's Office,OR,Salem,44.938461,-123.030403,Oregon
179,"Corporal Virgle Dewey Knight, Jr.","Douglas County Sheriff's Office, OR","EOW: Tuesday, July 23, 1985",Cause of Death: Aircraft accident,Aircraft accident,7/23/1985,1985,FALSE,Douglas County Sheriff's Office,OR,Salem,44.938461,-123.030403,Oregon
180,Patrolman Roy Lee Graham,"Sumpter Township Police Department, MI","EOW: Sunday, July 28, 1985",Cause of Death: Vehicular assault,Vehicular assault,7/28/1985,1985,FALSE,Sumpter Township Police Department,MI,Lansing,42.733635,-84.555328,Michigan
181,Police Officer Henry I. Bunch,"San Jose Police Department, CA","EOW: Monday, July 29, 1985",Cause of Death: Gunfire,Gunfire,7/29/1985,1985,FALSE,San Jose Police Department,CA,Sacramento,38.576668,-121.493629,California
182,"Deputy Sheriff Robert Arthur VanAlyne, Jr.","Laramie County Sheriff's Department, WY","EOW: Thursday, August 1, 1985",Cause of Death: Drowned,Drowned,8/1/1985,1985,FALSE,Laramie County Sheriff's Department,WY,Cheyenne,41.140259,-104.820236,Wyoming
183,Detective Monty Lewis Conley,"Tulare County Sheriff's Office, CA","EOW: Monday, August 5, 1985",Cause of Death: Automobile accident,Automobile accident,8/5/1985,1985,FALSE,Tulare County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
184,Detective Joe Ruiz Landin,"Tulare County Sheriff's Office, CA","EOW: Monday, August 5, 1985",Cause of Death: Automobile accident,Automobile accident,8/5/1985,1985,FALSE,Tulare County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
185,Sergeant Robert Darrell Wright,"Williamson County Sheriff's Office, TX","EOW: Tuesday, August 6, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,8/6/1985,1985,FALSE,Williamson County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
186,Police Officer Myron James Massey,"Fairfield Police Department, AL","EOW: Friday, August 9, 1985",Cause of Death: Gunfire,Gunfire,8/9/1985,1985,FALSE,Fairfield Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
187,Corporal Phillip Gene Osterman,"Arkansas State Police, AR","EOW: Saturday, August 10, 1985",Cause of Death: Aircraft accident,Aircraft accident,8/10/1985,1985,FALSE,Arkansas State Police,AR,Little Rock,34.746613,-92.288986,Arkansas
